"Town","FIPS","Year","Foreclosure","Measure Type","Variable","Value"
"Orange","0900957600","2014","Lis Penden Filings","Number","Foreclosures","83"
"Orange","0900957600","2014","Total Foreclosures","Number","Foreclosures","8"
"Orange","0900957600","2015","Lis Penden Filings","Number","Foreclosures","44"
"Orange","0900957600","2015","Total Foreclosures","Number","Foreclosures","15"
"Orange","0900957600","2016","Lis Penden Filings","Number","Foreclosures","36"
"Orange","0900957600","2016","Total Foreclosures","Number","Foreclosures","4"
"Oxford","0900958300","2008","Lis Penden Filings","Number","Foreclosures","38"
"Oxford","0900958300","2008","Total Foreclosures","Number","Foreclosures","9"
"Oxford","0900958300","2009","Lis Penden Filings","Number","Foreclosures","82"
"Oxford","0900958300","2009","Total Foreclosures","Number","Foreclosures","9"
"Oxford","0900958300","2010","Lis Penden Filings","Number","Foreclosures","64"
"Oxford","0900958300","2010","Total Foreclosures","Number","Foreclosures","15"
"Oxford","0900958300","2011","Lis Penden Filings","Number","Foreclosures","28"
"Oxford","0900958300","2011","Total Foreclosures","Number","Foreclosures","11"
"Oxford","0900958300","2012","Lis Penden Filings","Number","Foreclosures","43"
"Oxford","0900958300","2012","Total Foreclosures","Number","Foreclosures","5"
"Oxford","0900958300","2013","Lis Penden Filings","Number","Foreclosures","53"
"Oxford","0900958300","2013","Total Foreclosures","Number","Foreclosures","1"
"Oxford","0900958300","2014","Lis Penden Filings","Number","Foreclosures","110"
"Oxford","0900958300","2014","Total Foreclosures","Number","Foreclosures","1"
"Oxford","0900958300","2015","Lis Penden Filings","Number","Foreclosures","24"
"Oxford","0900958300","2015","Total Foreclosures","Number","Foreclosures","0"
"Oxford","0900958300","2016","Lis Penden Filings","Number","Foreclosures","44"
"Oxford","0900958300","2016","Total Foreclosures","Number","Foreclosures","3"
"Plainfield","0901559980","2008","Lis Penden Filings","Number","Foreclosures","122"
"Plainfield","0901559980","2008","Total Foreclosures","Number","Foreclosures","56"
"Plainfield","0901559980","2009","Lis Penden Filings","Number","Foreclosures","159"
"Plainfield","0901559980","2009","Total Foreclosures","Number","Foreclosures","53"
"Plainfield","0901559980","2010","Lis Penden Filings","Number","Foreclosures","118"
"Plainfield","0901559980","2010","Total Foreclosures","Number","Foreclosures","62"
"Plainfield","0901559980","2011","Lis Penden Filings","Number","Foreclosures","80"
"Plainfield","0901559980","2011","Total Foreclosures","Number","Foreclosures","35"
"Plainfield","0901559980","2012","Lis Penden Filings","Number","Foreclosures","119"
"Plainfield","0901559980","2012","Total Foreclosures","Number","Foreclosures","35"
"Plainfield","0901559980","2013","Lis Penden Filings","Number","Foreclosures","144"
"Plainfield","0901559980","2013","Total Foreclosures","Number","Foreclosures","54"
"Plainfield","0901559980","2014","Lis Penden Filings","Number","Foreclosures","79"
"Plainfield","0901559980","2014","Total Foreclosures","Number","Foreclosures","54"
"Plainfield","0901559980","2015","Lis Penden Filings","Number","Foreclosures","70"
"Plainfield","0901559980","2015","Total Foreclosures","Number","Foreclosures","41"
"Plainfield","0901559980","2016","Lis Penden Filings","Number","Foreclosures","86"
"Plainfield","0901559980","2016","Total Foreclosures","Number","Foreclosures","24"
"Plainville","0900360120","2008","Lis Penden Filings","Number","Foreclosures","74"
"Plainville","0900360120","2008","Total Foreclosures","Number","Foreclosures","14"
"Plainville","0900360120","2009","Lis Penden Filings","Number","Foreclosures","103"
"Plainville","0900360120","2009","Total Foreclosures","Number","Foreclosures","21"
"Plainville","0900360120","2010","Lis Penden Filings","Number","Foreclosures","113"
"Plainville","0900360120","2010","Total Foreclosures","Number","Foreclosures","34"
"Plainville","0900360120","2011","Lis Penden Filings","Number","Foreclosures","42"
"Plainville","0900360120","2011","Total Foreclosures","Number","Foreclosures","5"
"Plainville","0900360120","2012","Lis Penden Filings","Number","Foreclosures","103"
"Plainville","0900360120","2012","Total Foreclosures","Number","Foreclosures","0"
"Plainville","0900360120","2013","Lis Penden Filings","Number","Foreclosures","114"
"Plainville","0900360120","2013","Total Foreclosures","Number","Foreclosures","3"
"Plainville","0900360120","2014","Lis Penden Filings","Number","Foreclosures","124"
"Plainville","0900360120","2014","Total Foreclosures","Number","Foreclosures","6"
"Plainville","0900360120","2015","Lis Penden Filings","Number","Foreclosures","56"
"Plainville","0900360120","2015","Total Foreclosures","Number","Foreclosures","0"
"Plainville","0900360120","2016","Lis Penden Filings","Number","Foreclosures","68"
"Plainville","0900360120","2016","Total Foreclosures","Number","Foreclosures","8"
"Plymouth","0900560750","2008","Lis Penden Filings","Number","Foreclosures","65"
"Plymouth","0900560750","2008","Total Foreclosures","Number","Foreclosures","18"
"Plymouth","0900560750","2009","Lis Penden Filings","Number","Foreclosures","114"
"Plymouth","0900560750","2009","Total Foreclosures","Number","Foreclosures","14"
"Plymouth","0900560750","2010","Lis Penden Filings","Number","Foreclosures","105"
"Plymouth","0900560750","2010","Total Foreclosures","Number","Foreclosures","39"
"Plymouth","0900560750","2011","Lis Penden Filings","Number","Foreclosures","62"
"Plymouth","0900560750","2011","Total Foreclosures","Number","Foreclosures","19"
"Plymouth","0900560750","2012","Lis Penden Filings","Number","Foreclosures","85"
"Plymouth","0900560750","2012","Total Foreclosures","Number","Foreclosures","18"
"Plymouth","0900560750","2013","Lis Penden Filings","Number","Foreclosures","100"
"Plymouth","0900560750","2013","Total Foreclosures","Number","Foreclosures","23"
"Plymouth","0900560750","2014","Lis Penden Filings","Number","Foreclosures","159"
"Plymouth","0900560750","2014","Total Foreclosures","Number","Foreclosures","36"
"Plymouth","0900560750","2015","Lis Penden Filings","Number","Foreclosures","179"
"Plymouth","0900560750","2015","Total Foreclosures","Number","Foreclosures","38"
"Plymouth","0900560750","2016","Lis Penden Filings","Number","Foreclosures","104"
"Plymouth","0900560750","2016","Total Foreclosures","Number","Foreclosures","21"
"Pomfret","0901561030","2008","Lis Penden Filings","Number","Foreclosures","17"
"Pomfret","0901561030","2008","Total Foreclosures","Number","Foreclosures","5"
"Pomfret","0901561030","2009","Lis Penden Filings","Number","Foreclosures","20"
"Pomfret","0901561030","2009","Total Foreclosures","Number","Foreclosures","5"
"Pomfret","0901561030","2010","Lis Penden Filings","Number","Foreclosures","25"
"Pomfret","0901561030","2010","Total Foreclosures","Number","Foreclosures","6"
"Pomfret","0901561030","2011","Lis Penden Filings","Number","Foreclosures","18"
"Pomfret","0901561030","2011","Total Foreclosures","Number","Foreclosures","2"
"Pomfret","0901561030","2012","Lis Penden Filings","Number","Foreclosures","10"
"Pomfret","0901561030","2012","Total Foreclosures","Number","Foreclosures","4"
"Pomfret","0901561030","2013","Lis Penden Filings","Number","Foreclosures","12"
"Pomfret","0901561030","2013","Total Foreclosures","Number","Foreclosures","4"
"Pomfret","0901561030","2014","Lis Penden Filings","Number","Foreclosures","104"
"Pomfret","0901561030","2014","Total Foreclosures","Number","Foreclosures","0"
"Pomfret","0901561030","2015","Lis Penden Filings","Number","Foreclosures","10"
"Pomfret","0901561030","2015","Total Foreclosures","Number","Foreclosures","47"
"Pomfret","0901561030","2016","Lis Penden Filings","Number","Foreclosures","19"
"Pomfret","0901561030","2016","Total Foreclosures","Number","Foreclosures","8"
"Portland","0900761800","2008","Lis Penden Filings","Number","Foreclosures","22"
"Portland","0900761800","2008","Total Foreclosures","Number","Foreclosures","7"
"Portland","0900761800","2009","Lis Penden Filings","Number","Foreclosures","42"
"Portland","0900761800","2009","Total Foreclosures","Number","Foreclosures","10"
"Portland","0900761800","2010","Lis Penden Filings","Number","Foreclosures","52"
"Portland","0900761800","2010","Total Foreclosures","Number","Foreclosures","11"
"Portland","0900761800","2011","Lis Penden Filings","Number","Foreclosures","18"
"Portland","0900761800","2011","Total Foreclosures","Number","Foreclosures","4"
"Portland","0900761800","2012","Lis Penden Filings","Number","Foreclosures","26"
"Portland","0900761800","2012","Total Foreclosures","Number","Foreclosures","9"
"Portland","0900761800","2013","Lis Penden Filings","Number","Foreclosures","26"
"Portland","0900761800","2013","Total Foreclosures","Number","Foreclosures","12"
"Portland","0900761800","2014","Lis Penden Filings","Number","Foreclosures","72"
"Portland","0900761800","2014","Total Foreclosures","Number","Foreclosures","14"
"Portland","0900761800","2015","Lis Penden Filings","Number","Foreclosures","9"
"Portland","0900761800","2015","Total Foreclosures","Number","Foreclosures","17"
"Portland","0900761800","2016","Lis Penden Filings","Number","Foreclosures","21"
"Portland","0900761800","2016","Total Foreclosures","Number","Foreclosures","7"
"Preston","0901162150","2008","Lis Penden Filings","Number","Foreclosures","22"
"Preston","0901162150","2008","Total Foreclosures","Number","Foreclosures","11"
"Preston","0901162150","2009","Lis Penden Filings","Number","Foreclosures","33"
"Preston","0901162150","2009","Total Foreclosures","Number","Foreclosures","9"
"Preston","0901162150","2010","Lis Penden Filings","Number","Foreclosures","30"
"Preston","0901162150","2010","Total Foreclosures","Number","Foreclosures","10"
"Preston","0901162150","2011","Lis Penden Filings","Number","Foreclosures","22"
"Preston","0901162150","2011","Total Foreclosures","Number","Foreclosures","5"
"Preston","0901162150","2012","Lis Penden Filings","Number","Foreclosures","30"
"Preston","0901162150","2012","Total Foreclosures","Number","Foreclosures","6"
"Preston","0901162150","2013","Lis Penden Filings","Number","Foreclosures","31"
"Preston","0901162150","2013","Total Foreclosures","Number","Foreclosures","9"
"Preston","0901162150","2014","Lis Penden Filings","Number","Foreclosures","82"
"Preston","0901162150","2014","Total Foreclosures","Number","Foreclosures","19"
"Preston","0901162150","2015","Lis Penden Filings","Number","Foreclosures","22"
"Preston","0901162150","2015","Total Foreclosures","Number","Foreclosures","19"
"Preston","0901162150","2016","Lis Penden Filings","Number","Foreclosures","30"
"Preston","0901162150","2016","Total Foreclosures","Number","Foreclosures","10"
"Prospect","0900962290","2008","Lis Penden Filings","Number","Foreclosures","32"
"Prospect","0900962290","2008","Total Foreclosures","Number","Foreclosures","3"
"Prospect","0900962290","2009","Lis Penden Filings","Number","Foreclosures","37"
"Prospect","0900962290","2009","Total Foreclosures","Number","Foreclosures","10"
"Prospect","0900962290","2010","Lis Penden Filings","Number","Foreclosures","40"
"Prospect","0900962290","2010","Total Foreclosures","Number","Foreclosures","8"
"Prospect","0900962290","2011","Lis Penden Filings","Number","Foreclosures","20"
"Prospect","0900962290","2011","Total Foreclosures","Number","Foreclosures","1"
"Prospect","0900962290","2012","Lis Penden Filings","Number","Foreclosures","24"
"Prospect","0900962290","2012","Total Foreclosures","Number","Foreclosures","4"
"Prospect","0900962290","2013","Lis Penden Filings","Number","Foreclosures","35"
"Prospect","0900962290","2013","Total Foreclosures","Number","Foreclosures","9"
"Prospect","0900962290","2014","Lis Penden Filings","Number","Foreclosures","144"
"Prospect","0900962290","2014","Total Foreclosures","Number","Foreclosures","17"
"Prospect","0900962290","2015","Lis Penden Filings","Number","Foreclosures","23"
"Prospect","0900962290","2015","Total Foreclosures","Number","Foreclosures","14"
"Prospect","0900962290","2016","Lis Penden Filings","Number","Foreclosures","26"
"Prospect","0900962290","2016","Total Foreclosures","Number","Foreclosures","9"
"Putnam","0901562710","2008","Lis Penden Filings","Number","Foreclosures","54"
"Putnam","0901562710","2008","Total Foreclosures","Number","Foreclosures","30"
"Putnam","0901562710","2009","Lis Penden Filings","Number","Foreclosures","81"
"Putnam","0901562710","2009","Total Foreclosures","Number","Foreclosures","19"
"Putnam","0901562710","2010","Lis Penden Filings","Number","Foreclosures","62"
"Putnam","0901562710","2010","Total Foreclosures","Number","Foreclosures","36"
"Putnam","0901562710","2011","Lis Penden Filings","Number","Foreclosures","49"
"Putnam","0901562710","2011","Total Foreclosures","Number","Foreclosures","18"
"Putnam","0901562710","2012","Lis Penden Filings","Number","Foreclosures","72"
"Putnam","0901562710","2012","Total Foreclosures","Number","Foreclosures","19"
"Putnam","0901562710","2013","Lis Penden Filings","Number","Foreclosures","71"
"Putnam","0901562710","2013","Total Foreclosures","Number","Foreclosures","29"
"Putnam","0901562710","2014","Lis Penden Filings","Number","Foreclosures","76"
"Putnam","0901562710","2014","Total Foreclosures","Number","Foreclosures","31"
"Putnam","0901562710","2015","Lis Penden Filings","Number","Foreclosures","44"
"Putnam","0901562710","2015","Total Foreclosures","Number","Foreclosures","18"
"Putnam","0901562710","2016","Lis Penden Filings","Number","Foreclosures","56"
"Putnam","0901562710","2016","Total Foreclosures","Number","Foreclosures","23"
"Redding","0900163480","2008","Lis Penden Filings","Number","Foreclosures","30"
"Redding","0900163480","2008","Total Foreclosures","Number","Foreclosures","13"
"Redding","0900163480","2009","Lis Penden Filings","Number","Foreclosures","54"
